snapshot,CCGT,OCGT,Offshore wind,Onshore wind,Solar,battery storage,pumped hydro
2015-03-23 23:00:00,66270.836342558,42977.674389046115,28144.801233636106,30410.358301074764,0.0,6611.891584745616,1399.9999999999927
2015-03-24 00:00:00,68983.23715684071,44348.45309915982,18375.534314307955,24957.83246975567,0.0,7680.0850887691995,10752.848011718046
2015-03-24 01:00:00,68983.23715684071,44348.45309915982,16189.491580427877,23488.00919473462,0.0,9046.922456581138,13060.131984473888
2015-03-24 02:00:00,68983.23715684071,44348.45309915982,15754.633153031724,23201.69983534201,0.0,12059.78846230363,14688.120939076176
2015-03-24 03:00:00,68983.23715684071,44348.45309915982,14969.145625511945,24498.99360732689,0.0,0.0,8107.074310684332
2015-03-24 04:00:00,68983.23715684071,44348.45309915982,14798.544986942205,24241.78262737999,0.0,0.0,9849.252181563927
2015-03-24 05:00:00,68983.23715684071,44348.45309915982,15172.688646522767,23178.242332161135,2684.1884780651703,0.0,15761.67320888143
2015-03-24 06:00:00,68983.23715684071,44348.45309915982,13843.094879852142,18731.55484464217,27112.99929308399,6048.911131641631,15654.232885269697
2015-03-24 07:00:00,67438.39334634348,35718.79010263203,13417.96721401758,17736.65708547845,63159.17663893344,0.0,-1389.5752488028884
2015-03-24 08:00:00,56719.52412033259,3589.840630917182,10397.924884175342,16934.93718019773,96641.6513858714,0.0,-2479.090465813848
2015-03-24 09:00:00,29870.26228046887,2773.585575947774,7568.1585909191945,16319.84047376392,122817.21796448281,0.0,-8123.550330494351
2015-03-24 10:00:00,10713.250032946986,2773.585575947774,5241.66205375573,15829.556960084286,139492.73455727886,0.0,-11329.813743439317
2015-03-24 11:00:00,43690.658454521654,2773.585575947774,3316.095533707645,15479.797833606048,142268.57078159082,-40146.712384958155,-12033.287665296975
2015-03-24 12:00:00,7087.9673763789,2773.585575947774,2579.8984410368257,14492.479133431927,132899.96506481088,0.0,-8874.075269589377
2015-03-24 13:00:00,44360.21218669181,2773.585575947774,2447.6295638141564,13944.165407449664,111632.77966420611,-22024.811033483013,-5417.097246734527
2015-03-24 14:00:00,66524.8770637019,2773.585575947774,2413.946076234125,13372.137553321023,82846.7307858276,-19760.542673310178,-1581.8440337681604
2015-03-24 15:00:00,68983.23715684071,12417.726701747848,2582.9637520493725,12041.206410186787,51534.12536869943,0.0,-965.7825847335671
2015-03-24 16:00:00,68983.23715684071,33570.026221352404,2681.7699199097237,11814.277254549608,20022.261786895968,0.0,14340.659377601227
2015-03-24 17:00:00,68983.23715684071,45958.80195778656,2879.6110672434775,12963.126792807876,598.247616962357,6044.621701143922,29686.973278530288
2015-03-24 18:00:00,68983.23715684071,48193.52896494901,2600.4261645504093,11877.903303928717,0.0,11541.364795189038,38539.99029635433
2015-03-24 19:00:00,68983.23715684071,51254.031551872744,3357.6782149467963,13212.576263984787,0.0,7964.942778866629,34419.998679538985
2015-03-24 20:00:00,68983.23715684071,47199.644195529276,3717.7358347285913,13964.006286889355,0.0,13273.770050777232,30394.97154124787
2015-03-24 21:00:00,68983.23715684071,51254.031551872744,4043.312401449857,14966.576559959252,0.0,5226.880124479889,30962.461214327017
2015-03-24 22:00:00,68983.23715684071,51254.031551872744,4455.270009222288,16331.919844433622,0.0,2885.8978960845634,27984.467103083778
2015-03-24 23:00:00,68983.23715684071,44348.45309915982,5288.143094131579,17532.03818647498,0.0,7664.168244467663,26317.678922353218
2015-03-25 00:00:00,68983.23715684071,51254.031551872744,6114.733698796523,17729.53040515721,0.0,2199.9970259740294,23509.74134841399
2015-03-25 01:00:00,68983.23715684071,51254.031551872744,8643.878335697143,21211.813543599317,0.0,7585.915416009542,12831.663360634235
2015-03-25 02:00:00,68983.23715684071,51254.031551872744,13328.314858268925,25818.508268840753,0.0,0.0,7520.175724340132
2015-03-25 03:00:00,68983.23715684071,45968.57193664852,16081.129323962792,27736.356350028025,0.0,1488.2155234492602,10311.888548642066
2015-03-25 04:00:00,68983.23715684071,49226.409886060115,18090.818082892987,29779.799527597643,0.0,3661.906610077531,12944.550577322749
2015-03-25 05:00:00,68983.23715684071,47742.82239486209,19395.400966202913,32545.046911054364,3637.560157341008,8346.941860299085,13402.703111969151
